  TimeWindow  Iteration  ResRel(Displacement)  ResRel(Velocity)  ResAbs(Traction)  ResRel(Displacement)  ResRel(Velocity)  ResAbs(Traction)
    84      25   1.69668088e-03   1.46119089e-02   4.58294314e-11   4.60431361e-02   5.11397349e-01   1.75206963e-06
    85       1   9.50939864e-02   1.33516361e-01   2.78300509e-05   8.25966058e-02   0.00000000e+00   1.67711859e-04
    85       2   6.00442665e-03   6.79039278e-02   2.49142723e-08   6.66976559e-01   1.13279992e+00   6.26493538e-05
    85       3   3.12139843e-03   4.21651081e-02   3.98732853e-09   7.88104955e-01   1.16293326e+00   5.28694476e-05
    85       4   9.38857273e-04   1.46684544e-02   3.80492393e-09   8.47817463e-01   1.20634620e+00   1.29836440e-05
    85       5   7.53597980e-04   8.71362444e-03   1.84855884e-09   6.54867671e-01   1.12678306e+00   1.21210303e-05
    85       6   1.12405806e-03   8.86136803e-03   1.14502231e-09   1.20423212e+00   1.94942563e+00   3.33994010e-05
    85       7   3.53113630e-04   3.05023903e-03   1.93592416e-10   1.12457954e-01   1.36141406e+00   7.76258414e-06
    85       8   9.67001517e-03   9.29431137e-02   1.21907200e-10   7.25961900e-02   8.78935399e-01   1.78955242e-05
    85       9   1.03711279e-04   9.18704723e-04   1.17564543e-10   7.69630555e-02   9.31793040e-01   1.23908297e-06
    85      10   8.53272037e-03   8.20120326e-02   7.41272581e-11   4.57850774e-02   2.63702958e-01   3.60355963e-06
    85      11   9.17849104e-03   8.82188415e-02   6.86480531e-11   4.36452910e-02   2.49278187e-01   8.47388563e-06
    85      12   6.29727650e-04   5.58731242e-03   1.41034839e-11   4.12600369e-03   2.74480308e-02   7.66509080e-06
    85      13   6.23160763e-04   5.51284160e-03   6.21617404e-12   7.92966535e-02   9.60048363e-01   8.02655224e-06
    85      14   6.37254950e-04   5.63179292e-03   5.09105299e-12   8.07205959e-02   9.77287795e-01   8.25369471e-06
    85      15   7.46699641e-04   6.79442666e-03   6.87181663e-12   1.34498402e-01   5.66861117e-01   9.37993722e-06
    85      16   8.54087276e-03   8.20903892e-02   8.32539808e-14   6.95356650e-02   3.62805959e-01   5.04662785e-06
    85      17   9.28656294e-03   8.92575720e-02   6.18072367e-12   4.82026777e-02   2.69818799e-01   8.62583595e-06
    85      18   8.92167893e-03   8.57504983e-02   3.73727025e-12   6.24428218e-02   3.32044564e-01   2.38498239e-06
    85      19   9.23109931e-03   8.87244847e-02   7.48424358e-12   3.39875329e-02   2.03745087e-01   5.33195513e-06
    85      20   8.88211350e-03   8.53702161e-02   5.21118206e-12   5.33945220e-02   2.95935918e-01   8.22944588e-08
    85      21   9.55325175e-03   9.18208450e-02   9.19597543e-13   4.15657865e-02   2.38124358e-01   1.26066917e-05
    85      22   8.95904774e-03   8.61096677e-02   1.28942665e-12   3.05548667e-02   1.88011074e-01   8.71259112e-07
    85      23   9.27928489e-03   8.91876192e-02   9.47274834e-12   6.48946264e-02   3.37953699e-01   1.04720721e-05
    85      24   9.03795470e-03   8.68680800e-02   1.13946919e-11   3.19628295e-02   1.94420405e-01   2.14009420e-06
    85      25   8.83145244e-03   8.48832886e-02   3.57881690e-12   3.54763453e-02   2.10489494e-01   7.57517593e-06
    86       1   9.42044189e-02   4.03926929e-02   2.55056678e-05   1.44232896e-01   3.57265663e-01   7.90685093e-05
    86       2   1.56421410e-01   1.40242941e+00   3.23192068e-09   3.92669041e-02   2.81961225e+00   1.87769466e-04
    86       3   1.80336344e-02   1.55192011e-01   8.19200989e-10   2.57457187e+00   1.40977236e+00   7.14268814e-05
    86       4   1.39468084e-02   1.30665115e-01   3.73007292e-09   9.63351856e-02   4.65973825e-01   8.83400215e-05
    86       5   2.50296138e-04   2.39770906e-03   1.40600114e-10   2.22572007e-02   2.06111603e-01   1.20204145e-05
    86       6   9.61064794e-04   9.16559249e-03   1.28680853e-10   6.79479085e-03   8.01509401e-02   1.64768908e-05
    86       7   6.78928865e-04   6.45834752e-03   1.00267493e-10   2.49006888e-03   2.69263249e-02   9.77381622e-06
    86       8   2.78234232e-05   2.63372767e-04   5.79532608e-12   3.46485633e-03   3.62453653e-02   2.81911164e-07
    86       9   1.66038409e-05   1.57267415e-04   5.53476146e-12   3.08566118e-04   3.17722605e-03   2.45548348e-07
    87       1   9.44750501e-02   4.23799642e-02   2.16926266e-05   8.88061602e-02   1.27662379e+00   1.66874436e-04
    87       2   3.77049049e-02   2.95532920e-01   4.98225137e-07   2.14915241e+00   9.78290840e-01   5.30894078e-04
    87       3   6.32429905e-02   4.42157274e-01   9.25179864e-09   1.52943921e-01   3.41467263e-01   1.03727113e-03
    87       4   1.76659222e-02   1.54102664e-01   1.92984199e-09   6.14904802e-02   2.55461054e-01   2.84912148e-04
    87       5   4.25988646e-03   4.01601301e-02   8.50978480e-10   2.01053120e-02   1.39331347e-01   6.65927176e-05
    87       6   8.53269128e-04   8.19058026e-03   8.52599114e-11   3.70471232e-04   3.38654535e-03   1.36836121e-05
    88       1   9.36935625e-02   3.79228496e-02   3.09012104e-05   9.67159954e-02   1.57693478e-01   1.70480513e-04
    88       2   9.55274650e-03   9.76607984e-02   3.71994652e-08   7.13506289e-02   1.21425778e+00   2.13648001e-04
    88       3   3.71468957e-03   3.63610954e-02   2.20766493e-09   3.23496419e-02   3.30313433e-01   6.48198729e-05
    88       4   1.57362313e-05   1.50242247e-04   3.31750838e-10   2.56302899e-04   2.68029493e-03   5.19063744e-07
    89       1   9.08313370e-02   7.01968864e-02   3.20413129e-05   8.81869297e-02   0.00000000e+00   1.68919068e-04
    89       2   6.23571462e-03   6.57694075e-02   2.77526744e-08   8.59176357e-02   6.29219771e-01   1.43641426e-05
    89       3   6.31489560e-03   5.85757275e-02   2.93999781e-09   1.31582409e-01   3.33380151e+00   6.85657065e-05
    89       4   2.69511412e-03   2.63976261e-02   7.96980157e-10   1.48261302e-02   1.68591612e-01   6.18773568e-06
    89       5   4.96299956e-03   5.23457865e-02   3.80112175e-11   6.51710549e-02   4.49906845e-01   1.22610777e-05
    89       6   2.48361798e-03   2.43674410e-02   2.18688848e-10   1.29188950e-02   1.46341862e-01   3.90882782e-06
    89       7   2.33561864e-03   2.29227994e-02   8.03660086e-11   1.27162605e-02   1.44261269e-01   2.84665328e-06
    89       8   2.11980290e-03   2.08174177e-02   5.67518436e-11   1.22336065e-02   1.38688445e-01   2.47540212e-06
    89       9   1.16658509e-03   1.15006517e-02   8.03009374e-11   8.78225886e-03   9.94273483e-02   7.67144411e-07
    89      10   6.23046567e-04   6.16275744e-03   7.25621984e-12   3.98423095e-02   3.08082703e-01   3.54543522e-07
    89      11   1.46708928e-03   1.44645724e-02   9.36471885e-12   8.37441163e-03   9.49531431e-02   1.80400137e-06
    89      12   1.52532964e-03   1.50482447e-02   7.70833928e-12   7.60993832e-03   8.62799126e-02   1.80832338e-06
    89      13   1.10162747e-03   1.08648938e-02   7.32600623e-12   8.35151207e-03   9.47054867e-02   1.17852922e-06
    89      14   8.24290455e-06   8.10865711e-05   1.33294050e-12   1.23133962e-02   1.39630390e-01   3.54840731e-09
    89      15   8.19123364e-06   8.05727306e-05   3.24032995e-12   1.23909405e-02   1.40510784e-01   3.87494214e-09
    89      16   4.79463417e-06   4.71045812e-05   5.88138275e-12   1.37728475e-02   1.56175027e-01   9.97107866e-08
    89      17   5.94694114e-06   5.84650484e-05   6.73708125e-12   1.30036569e-02   1.47452216e-01   9.65113447e-08
    89      18   1.98568289e-06   1.95840784e-05   2.74099322e-12   9.37300561e-03   1.06278969e-01   3.88201589e-08
    89      19   4.99694974e-06   4.94275059e-05   1.64859192e-12   6.07045048e-03   6.88362037e-02   1.46916101e-08
    89      20   6.92284959e-03   7.30167315e-02   3.60406626e-12   4.16171071e-02   3.19108266e-01   1.48384708e-05
    89      21   1.49708300e-06   1.48179790e-05   1.65893966e-12   5.34975196e-03   6.06653203e-02   1.57299758e-08
    89      22   6.80322989e-03   7.17550778e-02   6.73475465e-13   4.73028589e-02   3.52011996e-01   1.10289030e-05
    89      23   6.69072624e-03   7.05684784e-02   3.05184374e-12   4.91642872e-02   3.62308536e-01   9.89973789e-06
    89      24   6.66195733e-03   7.02650468e-02   3.06339720e-12   5.16984119e-02   3.76150032e-01   8.06014662e-06
    89      25   6.67728129e-03   7.04266717e-02   5.17206142e-12   5.12755983e-02   3.73850034e-01   8.39902645e-06
    90       1   8.73347877e-02   3.08650066e-02   3.55742441e-05   1.20612527e-01   2.81383807e-01   7.80709830e-05
    90       2   6.30790543e-03   1.36762892e-01   1.02501644e-07   8.04562844e-01   1.32226177e+00   3.03789063e-04
    90       3   1.68127100e-01   8.83028260e-01   1.49596721e-08   1.15821600e+00   1.34813651e+00   7.87504025e-04
    90       4   8.40293514e-03   1.07503621e-01   9.53360209e-10   3.59257963e-01   1.38796918e+00   2.33313803e-04
    90       5   3.39150299e-03   4.21841303e-02   1.63102131e-09   3.37935654e-01   1.30272482e+00   1.76647268e-04
    90       6   4.62191060e-03   5.47135042e-02   2.44099721e-10   2.61251309e-01   1.22679265e+00   1.38443267e-04
    90       7   4.33291762e-03   5.01503252e-02   4.82838362e-10   2.06805304e-01   1.18563273e+00   1.29625539e-04
    90       8   4.29931293e-03   5.00501372e-02   4.99195856e-10   2.23254946e-01   1.19538714e+00   1.30100239e-04
    90       9   3.87631927e-03   4.48353006e-02   3.75779654e-10   2.06976955e-01   1.17943500e+00   1.26714063e-04
    90      10   3.92948904e-03   4.43370428e-02   3.80263984e-10   1.34927222e-01   1.09572779e+00   1.20467626e-04
    90      11   3.54189940e-03   3.91661219e-02   3.57713182e-10   8.77497257e-02   9.27274832e-01   1.01634534e-04
    90      12   3.19481348e-05   3.33654751e-04   1.90756418e-13   2.97346249e-03   4.25362975e-02   1.06126691e-06
    90      13   9.71908922e-05   1.01941598e-03   7.18924258e-11   2.29890322e-02   2.72616858e-01   7.46316195e-07
    90      14   7.97972742e-05   8.38707365e-04   6.75391385e-11   3.16388598e-02   3.49488222e-01   8.58179972e-07
    90      15   4.28575759e-05   4.47676852e-04   8.77802023e-12   5.73550990e-03   7.96016125e-02   1.31085288e-07
    90      16   8.46026072e-06   8.82665706e-05   2.38381209e-12   3.34124571e-04   4.89367400e-03   3.15601950e-08
    91       1   8.61728967e-02   4.05558652e-02   3.08389451e-05   6.38533725e-02   6.85541566e+00   2.28414092e-04
    91       2   1.02321325e-04   1.07565345e-03   5.42514288e-08   4.21739092e-02   4.42174615e-01   1.06143168e-06
    91       3   1.92842537e-03   2.33326714e-02   1.51516975e-10   3.81686028e-01   1.07178862e+00   2.18823056e-07
    91       4   3.03573564e-05   3.18015111e-04   2.85394273e-10   6.33292128e-02   1.58789722e+00   4.49417891e-07
    91       5   5.16670002e-06   5.49334709e-05   3.43447569e-12   8.38881048e-03   9.22907575e-02   5.17055941e-07
    91       6   1.88583577e-06   2.00552660e-05   1.47700510e-12   8.47127222e-03   9.32212891e-02   5.17436287e-08
    91       7   2.68656146e-07   2.85093407e-06   7.98305747e-13   1.01007277e-03   1.19893622e-02   1.23749225e-08
    91       8   8.69839751e-08   9.23288257e-07   2.34749741e-12   8.02311739e-05   9.43101435e-04   2.90401770e-09
    92       1   8.26280982e-02   6.62299948e-02   3.98645886e-05   7.82548340e-02   2.09361636e-01   2.09822978e-04
    92       2   6.23173634e-03   5.43627396e-02   3.11967224e-08   4.42435379e+00   1.48967159e+00   9.63338424e-06
    92       3   1.32984376e-04   1.41744253e-03   2.86015358e-10   4.52644050e-02   7.61903437e-01   1.96788038e-06
    92       4   2.97016679e-05   3.15678251e-04   3.07256796e-10   5.15714308e-02   9.20535993e-01   2.21139155e-06
    92       5   8.52074750e-06   9.19197725e-05   2.07871571e-11   1.15084782e-02   1.47271549e-01   2.15648368e-07
    92       6   4.04876596e-06   4.47717942e-05   2.95905871e-11   1.11034052e-01   6.54778184e-01   1.01684137e-07
    92       7   5.12721202e-06   5.62158123e-05   1.83724076e-11   7.92366928e-02   5.38295745e-01   1.92387754e-07
    92       8   5.16306298e-06   5.64605520e-05   1.20708030e-11   6.91581812e-02   4.93528038e-01   1.35253811e-07
    92       9   7.03154582e-06   7.65938990e-05   2.01636702e-12   5.35873286e-02   4.14885318e-01   2.08769759e-07
    92      10   6.89868820e-06   7.52190017e-05   1.01662517e-11   5.75043074e-02   4.35868305e-01   1.66424919e-07
    92      11   1.26514416e-06   1.36740188e-05   1.68048920e-11   9.58255299e-03   1.22495776e-01   4.79757144e-08
    92      12   1.27271265e-06   1.37499887e-05   9.28424652e-12   1.00113823e-02   1.27942493e-01   3.22605681e-08
    92      13   9.38005018e-07   1.01050509e-05   4.19769947e-12   1.29130476e-02   1.65036334e-01   5.58965736e-10
    92      14   4.76170798e-07   5.11986455e-06   2.43029696e-11   1.48834188e-02   1.90206728e-01   4.23671220e-09
    92      15   3.09486610e-07   3.34096484e-06   5.97217985e-13   1.08226916e-02   1.38300319e-01   2.81003053e-08
    92      16   2.12349869e-07   2.29374840e-06   3.21769745e-12   1.02065797e-02   1.30423340e-01   2.07208533e-08
    92      17   2.23216157e-07   2.41084551e-06   6.58847011e-12   1.03255080e-02   1.31945681e-01   8.35154703e-09
    92      18   1.45932997e-07   1.57710187e-06   4.78289861e-13   9.71274033e-03   1.24112319e-01   1.13540705e-08
    92      19   1.07310988e-07   1.15933474e-06   4.34099263e-12   1.00414929e-02   1.28311737e-01   1.62564776e-08
    92      20   1.03098139e-07   1.11388544e-06   3.25441301e-12   9.98289422e-03   1.27562870e-01   1.78434166e-08
    92      21   7.29304363e-08   7.88092842e-07   1.13128527e-12   9.79961012e-03   1.25221777e-01   1.48387062e-08
    92      22   2.35135051e-07   2.53979622e-06   5.79646552e-12   1.02347469e-02   1.30785676e-01   3.78053410e-10
    92      23   2.15878174e-07   2.33473341e-06   1.82386692e-12   8.95950517e-03   1.14490217e-01   1.37884017e-09
    92      24   6.93161225e-03   8.05049602e-02   1.59062112e-12   2.80654347e-02   2.52185799e-01   1.09893067e-05
    92      25   6.95430933e-03   8.07685681e-02   3.80281626e-12   2.71216531e-02   2.45168707e-01   1.18231093e-05
    93       1   7.94285879e-02   3.01418948e-02   4.38900229e-05   9.96058885e-02   2.40964774e-01   1.50020704e-04
    93       2   1.20615660e-02   3.98543175e-01   8.00182691e-08   9.19201420e-01   1.32280511e+00   3.40329431e-04
    93       3   1.20172205e-02   9.95827490e-02   1.63213726e-08   3.92858436e+00   1.29080032e+00   2.29189274e-04
    93       4   1.10929746e-02   1.20072446e-01   5.88953991e-09   8.84673319e-01   1.26851228e+00   2.59208495e-04
    93       5   1.07357034e-02   1.27779557e-01   4.14947323e-09   1.35938489e-01   1.15128952e+00   2.73135899e-04
    93       6   9.87136553e-03   1.05261059e-01   4.02076720e-09   1.32303366e+00   1.25061869e+00   2.90440343e-04
    93       7   1.19504769e-02   1.30443797e-01   2.36016819e-09   6.96495961e-01   1.29080725e+00   2.41122584e-04
    93       8   1.25154495e-02   1.35773187e-01   2.52437987e-09   7.38280971e-01   1.29715968e+00   2.35680293e-04
    93       9   1.50627181e-02   1.60682025e-01   2.71786605e-09   7.63050785e-01   1.33845128e+00   1.99583821e-04
    93      10   8.43983864e-03   9.14321718e-02   4.46087833e-09   1.25294932e+00   1.22479982e+00   3.20726028e-04
    93      11   8.18541058e-03   9.21777988e-02   2.91128028e-09   6.64469440e-01   1.20841793e+00   3.10428862e-04
    93      12   8.22040539e-03   1.04249776e-01   1.87999275e-09   6.92612682e-02   2.21149628e+00   3.10409061e-04
    93      13   8.57598038e-03   1.09044009e-01   2.75167754e-09   6.64093536e-02   2.59470578e+00   3.21114701e-04
    93      14   8.48626247e-03   1.06359149e-01   2.61889774e-09   1.43499753e-02   9.61116657e-01   3.18520717e-04
    93      15   8.59801890e-03   1.08718100e-01   2.91023342e-09   4.31295149e-02   6.56207742e+00   3.23048304e-04
    93      16   8.28239405e-03   1.02084522e-01   2.99707618e-09   4.67033588e-02   7.65879806e-01   3.11403961e-04
    93      17   7.11904656e-03   8.84862053e-02   9.16563622e-10   4.59374381e-02   1.73060835e+00   2.68086472e-04
    93      18   6.79700415e-03   8.40403211e-02   3.46614335e-10   4.02846956e-02   1.55653384e+00   2.56330730e-04
    93      19   6.58362806e-03   8.20431196e-02   4.24323033e-10   7.88777792e-02   1.35151025e+00   2.48246507e-04
    93      20   8.04121927e-03   1.01697605e-01   3.26817098e-10   6.91536837e-02   2.04349047e+00   3.02274921e-04
    93      21   1.63752674e-03   1.90091954e-02   6.43732095e-10   3.15627543e-02   4.06150041e-01   6.13585115e-05
    93      22   2.94851220e-04   3.34333978e-03   3.33266525e-11   2.44208985e-02   2.63373300e-01   1.12394434e-05
    93      23   5.96766540e-05   6.74282740e-04   6.15127925e-11   6.05579422e-04   8.43059773e-03   2.33003654e-06
    94       1   7.87629755e-02   5.45698907e-02   3.68291208e-05   6.74383603e-02   7.21583881e-01   2.64198791e-04
    94       2   3.99509328e-04   3.89984766e-03   4.89710959e-08   1.68024604e+00   1.60873921e+00   1.69418010e-05
    94       3   6.45797483e-04   6.56493218e-03   4.86745806e-08   8.99419815e-01   1.64205334e+00   2.22652056e-05
    94       4   4.16754261e-05   4.60456118e-04   3.57386294e-09   2.16610282e-01   3.04027369e+00   4.20930500e-06
    94       5   2.52611511e-05   2.88143129e-04   1.28412667e-09   2.76182365e-02   4.03912583e-01   1.48167615e-06
    94       6   9.14059039e-06   1.02941950e-04   1.09525121e-09   1.20689093e-01   2.28409712e+01   3.15704177e-07
    94       7   2.81347820e-05   3.20268380e-04   5.74629538e-10   7.03599653e-02   2.30478993e+00   9.61323687e-07
    94       8   1.11683902e-05   1.28262346e-04   4.21931218e-10   2.12289287e-02   3.14948678e-01   1.85913015e-07
    94       9   1.03555858e-05   1.18902281e-04   3.51730000e-10   2.14691275e-02   3.18484692e-01   1.25364435e-07
    94      10   3.52304718e-06   4.04175366e-05   2.92778812e-10   2.22510550e-02   3.30024164e-01   9.16649108e-08
    94      11   1.09502305e-06   1.25935570e-05   1.43940738e-10   1.99240201e-02   2.95473439e-01   1.74098778e-08
    94      12   1.24307958e-06   1.42956603e-05   1.48920939e-10   1.99671313e-02   2.96120410e-01   2.09378938e-08
    94      13   1.40211600e-06   1.61050038e-05   1.75835422e-10   2.11119718e-02   3.13090158e-01   1.81079824e-08
    94      14   1.61992537e-06   1.85849591e-05   1.72070283e-10   2.22193622e-02   3.29514683e-01   2.53955468e-08
    94      15   1.16741613e-06   1.34696575e-05   1.86129501e-10   9.97628090e-03   1.35247963e-01   2.05873776e-08
    94      16   1.01263307e-06   1.17403086e-05   1.53722854e-10   9.66769510e-03   1.10162926e-01   1.24838020e-08
    94      17   3.74935691e-07   4.35467018e-06   6.87387770e-11   1.67208317e-02   1.80285520e-01   1.50081774e-08
    94      18   6.96611009e-08   8.05688962e-07   3.42120833e-11   1.76940116e-04   2.19062979e-03   2.07548182e-09
    95       1   7.54895650e-02   7.77014722e-02   4.76441359e-05   7.47567690e-02   1.50593005e-01   2.53804038e-04
    95       2   3.93578870e-04   2.62795911e-03   1.21062463e-07   2.22917618e+00   1.34756277e+00   2.38394978e-05
    95       3   2.43587451e-04   1.74709352e-03   7.51204678e-09   2.54321155e+00   1.35139250e+00   1.78193892e-05
    95       4   1.43677796e-04   1.09442805e-03   6.54925707e-09   3.12800448e+00   1.36550485e+00   8.03287027e-06
    95       5   1.66192167e-04   1.26655073e-03   5.16734786e-09   3.13931200e+00   1.36625329e+00   7.52800790e-06
    95       6   2.19684427e-04   1.69503207e-03   4.06232677e-09   3.31805366e+00   1.36921958e+00   7.80064214e-06
    95       7   1.62582616e-04   1.25364505e-03   7.11207320e-09   3.33519611e+00   1.37070692e+00   1.02838952e-06
    95       8   1.14052048e-04   9.26899957e-04   6.96251402e-09   4.65680944e+00   1.38421612e+00   1.53906393e-06
    95       9   1.16417034e-04   1.06579114e-03   6.63523441e-09   9.13423948e+00   1.43666434e+00   2.67582552e-06
    95      10   9.32734707e-06   1.02156445e-04   4.04806237e-09   3.79084185e-01   2.05130052e+00   2.26028783e-07
    95      11   8.59549991e-06   1.00484632e-04   3.13742151e-09   1.45711444e-02   1.94882180e-01   3.25291006e-07
    95      12   8.78126095e-06   1.02421389e-04   2.79260842e-09   1.66212604e-02   2.22368258e-01   3.02407527e-07
    95      13   6.36953039e-06   7.45734894e-05   2.88583744e-09   1.32093715e-02   1.76717784e-01   2.04544394e-07
    95      14   2.69896849e-06   3.06768007e-05   1.78892223e-09   1.53269653e-01   6.05975736e+00   3.30755435e-08
    95      15   3.34281111e-06   3.82160368e-05   9.55794510e-10   1.23292823e-01   3.00930986e+01   8.47232125e-08
    95      16   5.29736375e-03   6.65645726e-02   1.82770401e-10   3.16898095e-02   2.98624256e-01   7.20167477e-06
    95      17   5.70567624e-06   6.83582407e-05   5.94688275e-12   7.21208651e-02   5.35075275e-01   7.47217621e-08
    95      18   2.77718013e-06   3.27112089e-05   3.44264211e-12   7.80842421e-03   1.04450998e-01   1.00641195e-09
    95      19   1.43899710e-06   1.69186611e-05   3.63987840e-12   9.52212851e-03   1.27374879e-01   6.40145622e-09
    95      20   1.74699277e-06   2.06120911e-05   4.50205620e-13   6.29591123e-03   8.42186334e-02   1.10314823e-08
    95      21   1.77237622e-06   2.09130080e-05   8.20206929e-13   6.23288333e-03   8.33755463e-02   1.07566174e-08
    95      22   1.67990901e-06   1.98063377e-05   6.50652769e-14   6.95366604e-03   9.30171393e-02   2.46590223e-09
    95      23   1.88125245e-06   2.21933790e-05   4.36577546e-12   6.40047192e-03   8.56172849e-02   1.26389225e-09
    95      24   1.98713079e-06   2.34912288e-05   1.13232752e-12   2.35589792e-02   2.34204073e-01   3.66027198e-09
    95      25   1.36716994e-06   1.61392042e-05   2.78259128e-12   5.79100384e-03   7.74645861e-02   4.60689802e-10
    96       1   7.20762986e-02   1.10597063e-01   4.85968543e-05   6.95570136e-02   0.00000000e+00   2.81959581e-04
    96       2   1.39978066e-02   1.22188977e-01   5.71642133e-08   4.75765016e+00   1.32520969e+00   1.30453492e-04
    96       3   1.14440539e-02   5.99903954e-02   2.88697000e-10   1.67959342e+00   1.31694217e+00   7.96549176e-07
    96       4   1.19277280e-02   6.51323250e-02   3.83921712e-09   1.71563582e+00   1.31634072e+00   1.63089688e-05
    96       5   1.21158120e-02   6.81675996e-02   2.04590273e-09   1.74911505e+00   1.31709572e+00   2.16171980e-05
    96       6   1.21961480e-02   7.21277536e-02   1.62022272e-09   1.82155200e+00   1.32069822e+00   1.77346795e-05
    96       7   1.24832856e-02   8.29535663e-02   5.98001575e-10   2.07458250e+00   1.33026152e+00   1.85897820e-05
    96       8   1.28791361e-02   1.06478236e-01   4.29036069e-10   4.09632493e+00   1.36571461e+00   1.84685559e-05
    96       9   9.23809462e-03   1.18290127e-01   4.70117649e-10   2.61562477e-02   2.59712674e-01   2.50347119e-05
    96      10   9.19715700e-03   1.17765938e-01   4.66320328e-10   2.61462728e-02   2.59604866e-01   2.49113438e-05
    96      11   6.42875786e-03   7.13879394e-02   5.11858696e-10   5.31606162e-01   1.82588917e+00   5.40919895e-06
    96      12   6.48565622e-03   7.25587673e-02   5.22291177e-10   4.57309018e-01   1.93008815e+00   1.73154331e-07
    96      13   6.88043404e-03   8.36771935e-02   1.46150042e-10   2.58527075e-02   2.37527749e-01   2.02674739e-05
    96      14   2.96743883e-03   3.79968740e-02   2.36562673e-10   5.46747705e-02   4.21961187e-01   3.22880153e-05
    96      15   6.43954460e-03   8.45897333e-02   2.71742621e-10   2.19063443e-01   9.25654519e-01   2.53353911e-05
    96      16   6.27592217e-03   7.53177139e-02   4.80104063e-10   7.33117323e-02   2.37823752e+00   1.62666961e-05
    96      17   6.06955002e-03   7.29464816e-02   6.15433283e-10   6.49169609e-02   1.73937881e+00   1.38521094e-05
    96      18   5.59044611e-03   6.78565626e-02   5.52518015e-10   2.08251292e-02   2.99396540e-01   1.52831267e-05
    96      19   6.53749777e-03   7.99706902e-02   4.83328759e-10   1.28521360e-02   1.84771246e-01   1.65846482e-05
    96      20   2.67658936e-04   3.13655564e-03   1.48875873e-09   2.04533695e-01   3.46855816e+00   1.97925242e-06
    96      21   3.16938841e-04   3.76540230e-03   1.49580182e-09   1.32467595e-01   1.67468387e+01   1.14988744e-06
    96      22   2.12551621e-05   2.53155091e-04   1.49679017e-09   1.21035752e-01   7.87900462e+01   3.93506544e-07
    96      23   2.10445921e-05   2.57096311e-04   1.31638082e-09   2.06812659e-02   2.97328261e-01   4.08426505e-07
    96      24   2.22190549e-05   2.76637666e-04   1.27007091e-09   5.98705553e-02   4.65024823e-01   3.88880646e-07
    96      25   2.27907661e-05   2.75443538e-04   1.38136568e-09   5.48152735e-02   1.15457235e+00   4.11380402e-07
    97       1   6.78469626e-02   1.60384012e-01   5.12634415e-05   4.53251266e-02   9.98974605e-01   4.90680555e-04
    97       2   1.13413033e-02   1.15370829e-01   1.77776712e-07   4.17680023e+00   1.46550250e+00   4.66461439e-05
    97       3   3.80889103e-03   6.15057248e-02   6.16450783e-08   5.37285987e-01   1.09529812e+00   5.17473973e-05
    97       4   4.01707840e-03   5.12017856e-02   4.14185742e-09   9.36350465e-02   5.27873997e-01   2.32201625e-05
    97       5   6.92646691e-05   7.95936385e-04   2.77197544e-10   4.71863436e-01   2.20934707e+00   1.60217669e-07
    97       6   7.85540470e-05   9.48940767e-04   4.97383987e-10   1.58990762e-01   6.82813079e+01   8.48881536e-08
    97       7   6.78711674e-06   8.50428695e-05   1.09193804e-11   1.64929225e-04   1.48462931e-03   2.47924617e-08
    98       1   6.70918151e-02   1.31839501e-01   5.28762517e-05   9.99836829e-02   3.82793854e-01   2.62700311e-04
    98       2   7.45347398e-04   9.95302287e-03   2.69302840e-08   9.43866863e-02   1.12339435e-01   1.86021430e-05
    98       3   1.54298017e-03   2.00926697e-02   6.33909206e-09   1.12378739e-02   1.39452328e-01   3.26314316e-06
    98       4   3.30843934e-05   4.31014935e-04   3.23497231e-10   5.22238718e-04   6.07540012e-03   9.28016799e-07
    99       1   6.68548808e-02   9.14654398e-02   5.47085956e-05   8.10596352e-02   1.74192874e-01   3.45673664e-04
    99       2   1.02901096e-04   1.31015130e-03   1.42571495e-08   1.78587177e-01   3.34574263e-01   3.85688978e-06
    99       3   9.70978856e-05   1.28996921e-03   3.01611649e-08   2.90368418e-03   8.65777439e-02   8.73879525e-06
    99       4   4.90337529e-06   6.49744579e-05   2.68503240e-10   9.21184873e-04   2.81314991e-02   5.63081606e-07
    99       5   5.58487883e-07   7.39829951e-06   5.84092550e-11   6.95345385e-04   2.27401665e-03   9.12749053e-08
   100       1   6.74364488e-02   6.24962351e-02   5.88813847e-05   7.49816990e-02   0.00000000e+00   3.59256527e-04
   100       2   1.14103997e-04   1.48233749e-03   8.09769835e-08   5.55082922e-02   1.09608271e+00   2.17030236e-05
   100       3   8.35597587e-06   1.10307729e-04   1.57387605e-10   2.84427375e-03   1.40683620e-01   1.27600178e-06
   100       4   4.90876897e-07   6.48854359e-06   1.00072913e-10   1.81835848e-03   2.56785144e-02   6.88740433e-08
   100       5   4.86684449e-08   6.43597463e-07   6.16757358e-12   1.45998096e-03   1.95403981e-02   9.51186341e-09
   100       6   2.13706890e-07   2.82704472e-06   2.30572318e-12   1.18757403e-03   1.58337465e-02   6.67437100e-10
   100       7   3.01272732e-07   3.98581897e-06   2.41034148e-12   1.10699830e-03   1.47702169e-02   1.89516366e-09
   100       8   2.68239810e-07   3.54911924e-06   2.81404872e-13   1.03387243e-03   1.37921379e-02   1.52073803e-09
   100       9   2.68989552e-07   3.55908545e-06   1.44983391e-12   1.02340148e-03   1.36519708e-02   1.52352715e-09
