# timestamp;hostname;version;nRanks;rankNo;durationParaview1D;n;durationParaview1DInit;n;durationParaview2D;n;durationParaview2D3DInit;n;durationParaview3D;n;durationParaview3DInit;n;durationParaview3DReduction;n;durationParaview3DWrite;n;durationParaviewOutput;n;durationReadGeometry;n;durationWriteOutput;n;durationWriteOutputParaview;n;durationWriteOutputPythonCallback;n;duration_mechanics;n;duration_mechanics_durationSolve;n;anonymous0_preconditionerType;anonymous0_solverType;exit;exit_signal;memoryData;memoryPage;memoryResidentSet;memoryVirtual;scenarioName;totalUsertime;~nDofstendon_quadratic;~nElementstendon_quadratic;~nNodestendon_quadratic;
2025/8/25 17:48:28;cmcs09;opendihu 1.5, built Aug  7 2025, C++ 201402, GCC 12.2.0;1;0;0.250102;2000;2.1242e-05;2;0.205154;2000;4.619e-06;2;7.4367;2000;3.0101e-05;3;4.202e-06;1;1.60172;2000;8.09096;2000;3.939e-06;1;10.2124;6001;8.1013;2000;2.1017;2000;66.8693;4000;30.7637;2000;lu;preonly;normal;;2898542592;4096;972759040;3685928960;tendon;76.44;125;8;125;
